Epsilon,Missing Network,Test Loss,Train Loss,AUC,AP,F1
0.3,1,0.6382656693458557,0.6402630729675293,0.6798245614035088,0.626345619429165,0.691358024691358
0.3,2,0.663292646408081,0.7011820945739746,0.6762523191094619,0.6407356828627797,0.6931818181818182
0.3,3,0.7427636981010437,0.67494233584404,0.5967068645640075,0.6091783729426353,0.6086956521739131
0.3,0,0.6268794536590576,0.6931709446907044,0.6872711778815805,0.6639658452629282,0.6764705882352942
0.3,1,0.6647830605506897,0.6210418565869331,0.7246460449369035,0.723185411273943,0.7044534412955465
0.3,2,0.7099422812461853,0.6944769841432571,0.5968122786304604,0.5532734594719487,0.6763848396501457
0.3,3,0.7250205874443054,0.638674103975296,0.5967911958171699,0.5703758602939597,0.5214007782101168
0.4,0,0.63372403383255,0.6857074085474014,0.6966051126332886,0.6338856085083193,0.6357894736842106
0.4,1,0.6381304264068604,0.6018167161941528,0.6726973684210527,0.590630580862691,0.7230320699708455
0.4,2,0.6957356929779053,0.7012724190950393,0.6378782166085399,0.6327743849243358,0.572139303482587
0.4,3,0.6846848130226135,0.647686069726944,0.6510627768875483,0.6359311390367055,0.6331877729257642
0.4,0,0.6219063997268677,0.6988791131973267,0.6835587176046889,0.6492609677210549,0.7140255009107468
0.4,1,0.6317840218544006,0.6020498741269111,0.7177112188365652,0.6903560107289344,0.7311178247734139
0.4,2,0.6696090698242188,0.6616735811233521,0.6427090206428504,0.5818926251788217,0.6518847006651884
0.4,3,0.696480929851532,0.6313693950176239,0.6803657272127439,0.6852816178689416,0.6192893401015228
0.4,0,0.6227875351905823,0.6550482703447342,0.7667625873878963,0.774680735994421,0.706140350877193
0.4,1,0.62003493309021,0.6050569301247597,0.6955505540166205,0.661362163647425,0.7283582089552239
0.4,2,0.6665655970573425,0.666520495891571,0.6784334055990198,0.6438121625312775,0.6666666666666666
0.4,3,0.6905044317245483,0.65428928232193,0.6273211424262418,0.5977778756986156,0.6029411764705882
0.5,0,0.6420577764511108,0.6770598667860032,0.6960797651033341,0.6651968920515083,0.622895622895623
0.5,1,0.5959154963493347,0.6267978327274323,0.7340807543652861,0.6841479786577734,0.700507614213198
0.5,2,0.6375648975372314,0.6671795518398285,0.720919317476419,0.6710406062244124,0.6916221033868093
0.5,3,0.6580016613006592,0.6508089122772217,0.6532810528213449,0.6164874579572247,0.6313725490196078
0.5,0,0.6191742420196533,0.6652433485984802,0.724132458139192,0.6829782795073118,0.6736474694589878
0.5,1,0.5994035601615906,0.5952830784916878,0.7460732984293195,0.7039400259463227,0.7371007371007371
0.5,2,0.6807882785797119,0.6633813846707344,0.7153931172311466,0.6951442535416402,0.5871559633027523
0.5,3,0.6661369800567627,0.613967002093792,0.6579457364341086,0.628848059092991,0.6462715105162524
0.5,0,0.6575857400894165,0.6939383931159974,0.6730322302712874,0.6667184974860052,0.5963149078726968
0.5,1,0.634600818157196,0.6568804463148117,0.6929223431375235,0.6575739198515265,0.6927083333333334
0.5,2,0.6378112435340881,0.6786187288761139,0.674385683356296,0.6494713769209949,0.6219739292364991
0.5,3,0.661295473575592,0.6456711192131043,0.6713463734150593,0.6616516478722543,0.6578947368421053
0.6,0,0.6343822479248047,0.6805833234786988,0.6953997285188585,0.6698560854396822,0.6822558459422283
0.6,1,0.6752467751502991,0.6843407490253448,0.6341507599016037,0.5690574297614417,0.5675057208237986
0.6,2,0.6456993222236633,0.6722054400444031,0.6680229574470313,0.5978232082752277,0.6880466472303207
0.6,3,0.6200171113014221,0.6872909709215164,0.7473057466930594,0.7012948758978295,0.6677740863787376
0.6,0,0.6567333340644836,0.6672375153303146,0.6646148655540647,0.6332853063822756,0.5836909871244635
0.6,1,0.6098530888557434,0.6070730862021446,0.7423199405045671,0.6997182526300378,0.6901098901098901
0.6,2,0.6970154047012329,0.6910420134067535,0.6665043307045381,0.6080958075277072,0.6819484240687679
0.6,3,0.6442434191703796,0.6339832882881165,0.700725798850033,0.6528069473237017,0.6385964912280702
0.6,0,0.604473352432251,0.6493765881061554,0.7445801850151825,0.7353583134476689,0.6716867469879518
0.6,1,0.6291375160217285,0.6012437763810158,0.7016551934555024,0.6520273871413005,0.7154811715481172
0.6,2,0.6975116729736328,0.6882320868968964,0.6456205946732858,0.6380127222213643,0.6273885350318471
0.6,3,0.646005392074585,0.6710450814962388,0.6931169552057478,0.6592928352762635,0.596252129471891
0.7,0,0.6743281483650208,0.6963459930419922,0.6603296042899409,0.655876715499612,0.5796344647519582
0.7,1,0.5843738317489624,0.5745515886545182,0.7960344513178752,0.7630137715760655,0.7265469061876247
0.7,2,0.6435301899909973,0.6839158390760421,0.7139120370370371,0.690281011146877,0.6234939759036144
0.7,3,0.6498011946678162,0.6525692455768585,0.6906369656463655,0.6848369896013327,0.580542264752791
0.7,0,0.6460317969322205,0.6459496803283692,0.6958152274408284,0.6393770865606511,0.6151898734177215
0.7,1,0.6168360710144043,0.5888284786343575,0.748705971468249,0.7079506017947274,0.7162426614481409
0.7,2,0.7089245319366455,0.7034764380455018,0.5974729938271606,0.6049993031317694,0.5935672514619883
0.7,3,0.6330462098121643,0.6471609241962433,0.739880755979466,0.7213981801421734,0.6369230769230769
0.7,0,0.6550084352493286,0.6627908370494843,0.696913137943787,0.657668811408199,0.631578947368421
0.7,1,0.5902012586593628,0.6093478025197983,0.8006564827673273,0.7628654692986585,0.7165991902834008
0.7,2,0.6843457818031311,0.6831623959541321,0.6703202160493829,0.6442859693962478,0.6304985337243402
0.7,3,0.6441320180892944,0.6509642720222473,0.6721595138158853,0.659487433628579,0.6393939393939394
0.8,0,0.6297433376312256,0.635039997458458,0.7150669091165878,0.6907253572492998,0.6461187214611872
0.8,1,0.6182214617729187,0.5937522881627083,0.7177909164203171,0.6487653656843463,0.6811352253756261
0.8,2,0.6472182273864746,0.6612636590003967,0.7178545338863229,0.724786225812687,0.6168741355463347
0.8,3,0.6666980385780334,0.6349238692522049,0.6418960316712226,0.6558817722651492,0.5931232091690545
0.8,0,0.6726195812225342,0.6300343596935272,0.6462599745780665,0.6406706360690007,0.5236270753512133
0.8,1,0.5995050668716431,0.6395237753391266,0.7417952163396935,0.7033820149870855,0.7142857142857143
0.8,2,0.6853575706481934,0.6761367506980897,0.6642738476765011,0.6903221769266237,0.6191117092866757
0.8,3,0.6685636639595032,0.6350611855983734,0.684142002073711,0.6962184891355334,0.6132208157524613
0.8,0,0.6696141362190247,0.6347326210737229,0.6780418049572771,0.6782860477791743,0.5693251533742332
0.8,1,0.6158538460731506,0.6153200204968452,0.7408062348830959,0.7295115035768945,0.6762075134168157
0.8,2,0.6860250234603882,0.6615247911214829,0.6484794749740787,0.6652017423680328,0.5572979493365501
0.8,3,0.6667054295539856,0.6483854497671128,0.6890817937600151,0.6948651537803257,0.5633001422475107
